,record
7243,2578
7244,8411
7245,11364
7246,2198
7247,12104
7248,1524
7249,1348
7250,2830
7251,8581
7252,6025
7253,8363
7254,7276
7255,12784
7256,179
7257,1399
7258,4327
7259,1054
7260,18
7261,5319
7262,1289
7263,781
7264,937
7265,3010
7266,6138
7267,233
7268,6760
7269,9379
7270,10774
7271,12030
7272,11065
7273,12595
7274,3508
7275,1178
7276,7822
7277,1622
7278,1668
7279,6183
7280,1500
7281,11414
7282,13038
7283,3252
7284,5375
7285,4491
7286,7460
7287,3542
7288,7858
7289,7065
7290,6227
7291,4245
7292,38
7293,13598
7294,8483
7295,11298
7296,11737
7297,2399
7298,5541
7299,9027
7300,3361
7301,7049
7302,13009
7303,2572
7304,391
7305,6463
7306,1188
7307,1614
7308,12099
7309,13096
7310,5239
7311,6961
7312,8488
7313,583
7314,7409
7315,13024
7316,12721
7317,13271
7318,3683
7319,13605
7320,4415
7321,7685
7322,10102
7323,2269
7324,9164
7325,3032
7326,11489
7327,8015
7328,12601
7329,12675
7330,6780
7331,8673
7332,8008
7333,10465
7334,6892
7335,11729
7336,10155
7337,13212
7338,12714
7339,3853
7340,8121
7341,1839
7342,9153
7343,8889
7344,6877
7345,4938
7346,3074
7347,13182
7348,255
7349,8541
7350,13136
7351,12285
7352,7623
7353,10508
7354,3276
7355,11448
7356,7762
7357,12697
7358,2690
7359,6749
7360,8547
7361,1299
7362,1008
7363,8095
7364,101
7365,3417
7366,1840
7367,1477
7368,13255
7369,4236
7370,953
7371,3140
7372,3530
7373,772
7374,1820
7375,10437
7376,2459
7377,4396
7378,7171
7379,6353
7380,5093
7381,9998
7382,4276
7383,1474
7384,6861
7385,8045
7386,6686
7387,6091
7388,816
7389,13086
7390,8521
7391,12634
7392,10245
7393,1430
7394,7765
7395,6094
7396,8705
7397,10517
7398,11652
7399,7767
7400,11621
7401,5714
7402,9316
7403,7595
7404,3421
7405,4791
7406,3840
7407,8051
7408,4529
7409,8764
7410,6747
7411,11268
7412,3981
7413,37
7414,6290
7415,488
7416,3722
7417,8967
7418,3933
7419,13577
7420,7943
7421,9001
7422,1240
7423,7144
7424,8590
7425,3600
7426,10129
7427,11735
7428,2336
7429,1374
7430,6834
7431,8703
7432,5605
7433,1727
7434,6728
7435,12882
7436,8454
7437,6481
7438,9725
7439,3481
7440,248
7441,10321
7442,7931
7443,4632
7444,4784
7445,6558
7446,5912
7447,5073
7448,12686
7449,9062
7450,11675
7451,12965
7452,11556
7453,370
7454,9937
7455,10663
7456,8939
7457,730
7458,8658
7459,7578
7460,5668
7461,11458
7462,9380
7463,5460
7464,5689
7465,2869
7466,10338
7467,8491
7468,845
7469,591
7470,10337
7471,7253
7472,11598
7473,12769
7474,9706
7475,6363
7476,11434
7477,11247
7478,3874
7479,4343
7480,4705
7481,260
7482,8494
7483,13407
7484,1640
7485,9782
7486,7658
7487,3598
7488,8502
7489,1998
7490,9560
7491,656
7492,4367
7493,7969
7494,1317
7495,7012
7496,11111
7497,1021
7498,6168
7499,6172
7500,10500
7501,1915
7502,12327
7503,6013
7504,6317
7505,13332
7506,13112
7507,10134
7508,11347
7509,2997
7510,4985
7511,11862
7512,3778
7513,8978
7514,4078
7515,4317
7516,9080
7517,650
7518,285
7519,12212
7520,366
7521,2890
7522,6100
7523,12152
7524,5816
7525,11119
7526,5406
7527,12131
7528,1495
7529,13060
7530,12377
7531,10159
7532,6133
7533,10721
7534,3777
7535,2806
7536,7849
7537,5942
7538,7078
7539,12545
7540,8220
7541,11826
7542,4825
7543,9123
7544,10933
7545,11622
7546,3554
7547,5000
7548,13590
7549,9369
7550,13393
7551,5129
7552,5713
7553,2455
7554,3200
7555,11948
7556,9692
7557,7166
7558,7920
7559,12895
7560,1393
7561,6784
7562,5480
7563,506
7564,12124
7565,9559
7566,7339
7567,1788
7568,6404
7569,3318
7570,10148
7571,11982
7572,13517
7573,5161
7574,6127
7575,3184
7576,4605
7577,11406
7578,7720
7579,12271
7580,9483
7581,10463
7582,11375
7583,4262
7584,8291
7585,11921
7586,8753
7587,9668
7588,3620
7589,314
7590,10289
7591,1053
7592,3993
7593,3034
7594,9949
7595,1354
7596,478
7597,3008
7598,8929
7599,7020
7600,13569
7601,8699
7602,8308
7603,6238
7604,1782
7605,538
7606,4259
7607,2047
7608,4746
7609,7761
7610,7572
7611,329
7612,8619
7613,9225
7614,8108
7615,1858
7616,11502
7617,12771
7618,13414
7619,4484
7620,13017
7621,2915
7622,13525
7623,11403
7624,3785
7625,325
7626,9158
7627,9670
7628,11477
7629,12260
7630,1059
7631,8833
7632,3718
7633,8651
7634,10179
7635,4873
7636,7598
7637,1957
7638,6097
7639,8956
7640,7295
7641,13422
7642,4563
7643,2580
7644,11606
7645,6436
7646,8464
7647,2471
7648,7125
7649,2437
7650,465
7651,2170
7652,7086
7653,9456
7654,156
7655,2501
7656,2645
7657,10796
7658,12500
7659,7311
7660,4433
7661,13067
7662,9797
7663,380
7664,4042
7665,2327
7666,8650
7667,6456
7668,7937
7669,1960
7670,6247
7671,13186
7672,4775
7673,1135
7674,2527
7675,7257
7676,12813
7677,6528
7678,826
7679,6859
7680,1935
7681,7518
7682,12100
7683,10502
7684,3595
7685,1136
7686,4436
7687,5186
7688,4532
7689,3824
7690,12429
7691,4437
7692,9244
7693,192
7694,102
7695,475
7696,6813
7697,12692
7698,12660
7699,4920
7700,2490
7701,7259
7702,10904
7703,12941
7704,1548
7705,8958
7706,8130
7707,3756
7708,1649
7709,819
7710,9162
7711,7888
7712,2864
7713,2532
7714,2781
7715,11133
7716,11190
7717,136
7718,12489
7719,726
7720,5031
7721,10234
7722,3478
7723,5935
7724,11642
7725,4713
7726,399
7727,12818
7728,5824
7729,5520
7730,10503
7731,12832
7732,6429
7733,3997
7734,10142
7735,400
7736,1020
7737,8961
7738,350
7739,13247
7740,7211
7741,13217
7742,5533
7743,12549
7744,1226
7745,13173
7746,9504
7747,3195
7748,2829
7749,4282
7750,8852
7751,4670
7752,9815
7753,9730
7754,10228
7755,5976
7756,10438
7757,11708
7758,12366
7759,13163
7760,13546
7761,6964
7762,359
7763,8055
7764,96
7765,1410
7766,6207
7767,3617
7768,12475
7769,9685
7770,13171
7771,2547
7772,12830
7773,4802
7774,3786
7775,6744
7776,13345
7777,5803
7778,5030
7779,2462
7780,2464
7781,3879
7782,2225
7783,2397
7784,3749
7785,4995
7786,8471
7787,228
7788,4291
7789,3250
7790,11724
7791,10278
7792,707
7793,3616
7794,11270
7795,5320
7796,7355
7797,11942
7798,73
7799,7769
7800,499
7801,8112
7802,12358
7803,3865
7804,3011
7805,9019
7806,511
7807,12431
7808,6191
7809,3144
7810,12036
7811,327
7812,4190
7813,10143
7814,7397
7815,5090
7816,830
7817,2557
7818,6971
7819,3657
7820,5404
7821,9551
7822,1133
7823,10443
7824,2158
7825,68
7826,564
7827,2189
7828,12791
7829,8922
7830,2163
7831,9669
7832,13158
7833,293
7834,12693
7835,3413
7836,1999
7837,8222
7838,7186
7839,3216
7840,2285
7841,12851
7842,2695
7843,7480
7844,7022
7845,6370
7846,4249
7847,4852
7848,13257
7849,3466
7850,12235
7851,8201
7852,3108
7853,12264
7854,10664
7855,1908
7856,1209
7857,6743
7858,10359
7859,6107
7860,9778
7861,3319
7862,3688
7863,6717
7864,11917
7865,7192
7866,6397
7867,6471
7868,207
7869,12108
7870,8529
7871,2503
7872,4311
7873,4625
7874,13070
7875,7743
7876,10859
7877,7129
7878,8995
7879,1789
7880,7953
7881,2731
7882,4281
7883,8382
7884,2985
7885,9472
7886,10422
7887,141
7888,13544
7889,5296
7890,2344
7891,12505
7892,9240
7893,8556
7894,9919
7895,4231
7896,4204
7897,9682
7898,7298
7899,2231
7900,336
7901,6938
7902,11500
7903,12806
7904,2084
7905,1208
7906,291
7907,4617
7908,3890
7909,817
7910,6705
7911,3356
7912,11278
7913,2472
7914,1931
7915,3851
7916,12418
7917,13297
7918,11197
7919,3223
7920,8194
7921,1834
7922,485
7923,8709
7924,8596
7925,4444
7926,6811
7927,1569
7928,4930
7929,12539
7930,4379
7931,8520
7932,13486
7933,3602
7934,5511
7935,317
7936,2602
7937,7922
7938,2904
7939,6577
7940,1844
7941,1975
7942,10594
7943,13137
7944,776
7945,3437
7946,11515
7947,5001
7948,13352
7949,11904
7950,2452
7951,4363
7952,1497
7953,9759
7954,431
7955,10185
7956,5164
7957,6566
7958,12932
7959,3344
7960,10491
7961,13400
7962,6947
7963,1330
7964,7569
7965,3990
7966,11105
7967,12420
7968,1228
7969,10468
7970,1077
7971,11710
7972,3446
7973,10293
7974,7097
7975,12810
7976,2993
7977,5060
7978,2809
7979,713
7980,11250
7981,3845
7982,1455
7983,3402
7984,801
7985,4847
7986,9938
7987,1156
7988,6764
7989,4526
7990,562
7991,2372
7992,9737
7993,5244
7994,12898
7995,7067
7996,6390
7997,13020
7998,8315
7999,256
8000,8043
8001,7771
8002,7908
8003,4028
8004,12586
8005,9798
8006,12138
8007,1110
8008,1535
8009,6126
8010,11320
8011,12699
8012,7655
8013,2644
8014,10530
8015,666
8016,3054
8017,11387
8018,3900
8019,6903
8020,8336
8021,1612
8022,6066
8023,12670
8024,3057
8025,3078
8026,1846
8027,1394
8028,1899
8029,11473
8030,496
8031,6327
8032,2098
8033,3432
8034,11396
8035,1305
8036,6222
8037,1985
8038,11809
8039,4275
8040,4875
8041,10097
8042,5875
8043,5047
8044,3490
8045,10330
8046,8273
8047,10279
8048,9156
8049,914
8050,12613
8051,12762
8052,11456
8053,1872
8054,12046
8055,10518
8056,6096
8057,4863
8058,11881
8059,11528
8060,11655
8061,11704
8062,615
8063,7708
8064,4023
8065,11986
8066,11973
8067,7983
8068,2785
8069,11845
8070,6998
8071,12236
8072,8711
8073,8477
8074,1702
8075,11694
8076,11027
8077,11866
8078,5657
8079,13324
8080,13622
8081,1319
8082,10840
8083,163
8084,9904
8085,8708
8086,6493
8087,11440
8088,10032
8089,9764
8090,10227
8091,5
8092,10172
8093,12439
8094,12395
8095,5263
8096,12070
8097,7860
8098,6524
8099,10238
8100,5064
8101,7466
8102,9876
8103,4175
8104,1431
8105,1182
8106,5766
8107,6821
8108,1061
8109,11139
8110,11961
8111,10305
8112,13281
8113,193
8114,3420
8115,11883
8116,2378
8117,521
8118,9633
8119,2786
8120,10588
8121,851
8122,8298
8123,10674
8124,1480
8125,1754
8126,12469
8127,13433
8128,1696
8129,10008
8130,12553
8131,823
8132,9558
8133,4454
8134,3897
8135,982
8136,3586
8137,8476
8138,3287
8139,10452
8140,7794
8141,3894
8142,9363
8143,4707
8144,8407
8145,3611
8146,11972
8147,7735
8148,1600
8149,2083
8150,6385
8151,7245
8152,5437
8153,9699
8154,2003
8155,268
8156,8724
8157,942
8158,8278
8159,11074
8160,509
8161,10257
8162,12659
8163,53
8164,12735
8165,7752
8166,6106
8167,5145
8168,572
8169,10599
8170,7052
8171,7681
8172,3916
8173,9006
8174,11191
8175,1413
8176,10191
8177,6487
8178,3085
8179,6725
8180,2245
8181,8816
8182,11886
8183,4492
8184,6155
8185,13154
8186,10203
8187,520
8188,8206
8189,13583
8190,13219
8191,7942
8192,6171
8193,12878
8194,2489
8195,9060
8196,12627
8197,12225
8198,2913
8199,11239
8200,2582
8201,9936
8202,3311
8203,10493
8204,5717
8205,1389
8206,1554
8207,8602
8208,11850
8209,13149
8210,1728
8211,7669
8212,9045
8213,2410
8214,11359
8215,5929
8216,4025
8217,3049
8218,6120
8219,10876
8220,11350
8221,7581
8222,2594
8223,25
8224,2672
8225,4512
8226,6251
8227,9762
8228,9994
8229,1235
8230,865
8231,1877
8232,8267
8233,4222
8234,10734
8235,12248
8236,6591
8237,6039
8238,11240
8239,9761
8240,7381
8241,12290
8242,10088
8243,10714
8244,11693
8245,6883
8246,9140
8247,5642
8248,343
8249,12265
8250,4618
8251,2648
8252,12445
8253,626
8254,2656
8255,12425
8256,4382
8257,5723
8258,5969
8259,13335
8260,5212
8261,195
8262,7104
8263,178
8264,8309
8265,1003
8266,11368
8267,12656
8268,10351
8269,3529
8270,8292
8271,4703
8272,13587
8273,5888
8274,4351
8275,5914
8276,3299
8277,1418
8278,10497
8279,2278
8280,3067
8281,469
8282,6229
8283,10150
8284,12822
8285,7650
8286,9690
8287,11090
8288,9028
8289,11738
8290,6869
8291,11912
8292,3264
8293,6040
8294,3448
8295,9875
8296,7792
8297,11968
8298,12555
8299,5876
8300,85
8301,11739
8302,6531
8303,470
8304,2617
8305,4397
8306,8754
8307,12386
8308,5476
8309,8892
8310,5075
8311,6258
8312,9208
8313,4619
8314,5501
8315,11435
8316,6252
8317,4846
8318,13361
8319,10987
8320,2596
8321,11338
8322,11944
8323,322
8324,9407
8325,4804
8326,3764
8327,12609
8328,6286
8329,8074
8330,9047
8331,4344
8332,3337
8333,3983
8334,3747
8335,1855
8336,929
8337,6228
8338,8752
8339,10339
8340,10513
8341,8725
8342,7839
8343,3332
8344,12796
8345,6739
8346,6791
8347,7923
8348,1327
8349,12287
8350,3143
8351,6090
8352,3182
8353,12644
8354,7736
8355,10037
8356,10084
8357,12262
8358,1104
8359,7914
8360,8416
8361,2135
8362,2733
8363,9545
8364,5278
8365,11372
8366,1947
8367,8324
8368,6993
8369,7281
8370,693
8371,12593
8372,7246
8373,9855
8374,13315
8375,377
8376,4519
8377,9436
8378,6384
8379,4086
8380,11272
8381,12528
8382,11249
8383,11306
8384,13259
8385,7628
8386,9207
8387,13379
8388,12163
8389,11328
8390,4564
8391,10181
8392,3269
8393,11750
8394,12603
8395,8192
8396,3111
8397,12255
8398,9743
8399,7558
8400,9944
8401,13453
8402,11252
8403,7249
8404,12223
8405,4157
8406,2371
8407,4004
8408,8257
8409,8603
8410,6957
8411,3875
8412,7899
8413,383
8414,11529
8415,11130
8416,6475
8417,10838
8418,2155
8419,1638
8420,1919
8421,3642
8422,13188
8423,8426
8424,6216
8425,3806
8426,11299
8427,1453
8428,4205
8429,8128
8430,3882
8431,1623
8432,4760
8433,12008
8434,13
8435,2643
8436,10900
8437,1733
8438,1518
8439,780
8440,1923
8441,5959
8442,5201
8443,10010
8444,2963
8445,9242
8446,3546
8447,8022
8448,8530
8449,4136
8450,5528
8451,328
8452,11726
8453,2157
8454,8684
8455,13454
8456,11865
8457,3577
8458,946
8459,6956
8460,11892
8461,13574
8462,8621
8463,241
8464,1813
8465,12379
8466,5692
8467,7627
8468,13193
8469,2609
8470,10109
8471,6482
8472,3393
8473,13090
8474,3238
8475,11953
8476,3090
8477,12402
8478,11382
8479,6741
8480,2633
8481,8632
8482,9824
8483,9739
8484,12250
8485,8383
8486,13322
8487,12411
8488,10571
8489,10927
8490,8002
8491,10726
8492,11301
8493,11377
8494,11645
8495,11307
8496,1464
8497,2898
8498,4065
8499,11125
8500,2180
8501,464
8502,4764
8503,766
8504,9849
8505,8439
8506,6789
8507,11690
8508,13516
8509,11641
8510,11602
8511,9404
8512,7198
8513,6400
8514,11314
8515,2926
8516,9081
8517,6720
8518,2033
8519,4442
8520,13027
8521,6910
8522,1491
8523,5930
8524,8763
8525,13339
8526,1326
8527,1344
8528,4514
8529,8306
8530,9289
8531,10045
8532,9700
8533,8232
8534,12502
8535,3086
8536,4766
8537,11764
8538,8968
8539,3702
8540,6354
8541,11243
8542,6213
8543,11001
8544,12570
8545,11418
8546,10030
8547,13196
8548,3259
8549,10607
8550,6263
8551,5023
8552,1755
8553,11094
8554,197
8555,6437
8556,6344
8557,8313
8558,8125
8559,1388
8560,13049
8561,10776
8562,8356
8563,10267
8564,2701
8565,5634
8566,12561
8567,5953
8568,10541
8569,6873
8570,3
8571,7545
8572,13386
8573,1419
8574,7089
8575,5734
8576,3147
8577,5336
8578,12472
8579,7112
8580,6241
8581,11562
8582,8243
8583,5660
8584,4177
8585,3324
8586,4329
8587,8899
8588,907
8589,4020
8590,2953
8591,3241
8592,6820
8593,12599
8594,10949
8595,4937
8596,6378
8597,13565
8598,11857
8599,8
8600,12540
8601,7497
8602,10580
8603,6308
8604,11343
8605,12101
8606,4897
8607,7419
8608,7220
8609,1202
8610,609
8611,13110
8612,3245
8613,11570
8614,6118
8615,8952
8616,10174
8617,13336
8618,11996
8619,11485
8620,10041
8621,6809
8622,5269
8623,12565
8624,12506
8625,12936
8626,7221
8627,8372
8628,9096
8629,13269
8630,1620
8631,12569
8632,10370
8633,10133
8634,4156
8635,2367
8636,10281
8637,10218
8638,7879
8639,5384
8640,10158
8641,2686
8642,4119
8643,8229
8644,13494
8645,1461
8646,4669
8647,2529
8648,11
8649,8863
8650,267
8651,252
8652,4304
8653,4751
8654,9173
8655,8874
8656,3873
8657,8911
8658,1845
8659,532
8660,3341
8661,439
8662,10467
8663,11923
8664,9862
8665,9428
8666,4696
8667,2562
8668,10695
8669,11576
8670,2137
8671,2606
8672,4724
8673,7889
8674,9092
8675,4853
8676,6514
8677,13340
8678,5590
8679,10909
8680,12200
8681,2329
8682,12804
8683,4928
8684,1897
8685,11443
8686,5118
8687,13406
8688,3517
8689,4332
8690,7469
8691,11177
8692,8376
8693,2969
8694,11152
8695,6141
8696,13363
8697,1261
8698,9148
8699,1216
8700,12921
8701,657
8702,2669
8703,3137
8704,8076
8705,12761
8706,4756
8707,6868
8708,8535
8709,909
8710,9833
8711,12011
8712,4836
8713,8531
8714,3672
8715,3633
8716,8614
8717,10895
8718,9459
8719,7836
8720,10283
8721,9952
8722,12447
8723,9434
8724,3545
8725,1370
8726,2482
8727,11066
8728,4740
8729,11651
8730,1367
8731,11836
8732,550
8733,2659
8734,13357
8735,13063
8736,11138
8737,7607
8738,11591
8739,7146
8740,507
8741,4489
8742,12563
8743,8093
8744,10950
8745,2732
8746,10214
8747,10106
8748,7498
8749,697
8750,10080
8751,13438
8752,6214
8753,5842
8754,3289
8755,396
8756,11544
8757,210
8758,12300
8759,889
8760,8276
8761,5248
8762,2099
8763,6111
8764,4815
8765,3534
8766,5726
8767,1686
8768,11782
8769,1905
8770,7230
8771,12566
8772,11157
8773,596
8774,9716
8775,13493
8776,11970
8777,2424
8778,2118
8779,938
8780,5852
8781,8248
8782,13244
8783,1827
8784,5686
8785,13448
8786,3138
8787,5781
8788,2476
8789,6724
8790,810
8791,2498
8792,12071
8793,5703
8794,10442
8795,4538
8796,4385
8797,6396
8798,8124
8799,7375
8800,7352
8801,3019
8802,1758
8803,7713
8804,3346
8805,9526
8806,140
8807,11088
8808,8251
8809,409
8810,8612
8811,7149
8812,272
8813,8971
8814,1799
8815,1170
8816,2360
8817,11934
8818,12335
8819,10759
8820,9852
8821,7816
8822,10417
8823,2842
8824,11664
8825,530
8826,8100
8827,12703
8828,12717
8829,5131
8830,12044
8831,8028
8832,9101
8833,10031
8834,6364
8835,11179
8836,12393
8837,1698
8838,1272
8839,11155
8840,2396
8841,6053
8842,12329
8843,10916
8844,3142
8845,11231
8846,3296
8847,13403
8848,3646
8849,12625
8850,4593
8851,652
8852,2331
8853,6452
8854,11178
8855,10639
8856,7387
8857,4002
8858,6674
8859,2601
8860,6891
8861,9535
8862,313
8863,12857
8864,5759
8865,8704
8866,4462
8867,12154
8868,3188
8869,3501
8870,5797
8871,13213
8872,12060
8873,4039
8874,9659
8875,5170
8876,435
8877,4244
8878,13253
8879,11930
8880,11436
8881,5529
8882,7508
8883,11662
8884,1275
8885,644
8886,822
8887,8687
8888,6623
8889,9738
8890,9928
8891,2928
8892,11564
8893,3628
8894,10854
8895,7465
8896,6587
8897,11465
8898,4061
8899,8641
8900,9346
8901,2916
8902,5152
8903,5640
8904,4394
8905,5839
8906,5230
8907,11408
8908,2853
8909,7917
8910,2583
8911,2715
8912,11667
8913,13161
8914,4155
8915,6838
8916,12641
8917,7007
8918,11858
8919,6703
8920,8906
8921,13415
8922,8739
8923,2266
8924,5523
8925,4021
8926,4973
8927,1273
8928,12293
8929,1766
8930,223
8931,5984
8932,10994
8933,7471
8934,10672
8935,1513
8936,7555
8937,1352
8938,1613
8939,13519
8940,9301
8941,1353
8942,1324
8943,1918
8944,876
8945,3018
8946,8097
8947,1303
8948,6467
8949,3680
8950,2302
8951,12267
8952,1012
8953,3496
8954,11776
8955,11051
8956,445
8957,28
8958,8835
8959,9878
8960,9792
8961,3980
8962,1921
8963,6533
8964,7439
8965,7553
8966,9993
8967,7094
8968,4834
8969,1285
8970,7485
8971,9373
8972,6460
8973,7476
8974,1187
8975,7691
8976,6740
8977,12321
8978,7392
8979,4438
8980,9058
8981,1392
8982,8538
8983,3489
8984,8451
8985,5165
8986,6594
8987,7643
8988,8361
8989,8423
8990,275
8991,1065
8992,11098
8993,9430
8994,9254
8995,11620
8996,7576
8997,10794
8998,4239
8999,7333
9000,3945
9001,12642
9002,8214
9003,5428
9004,8409
9005,6653
9006,724
9007,11159
9008,2101
9009,9348
9010,683
9011,4659
9012,1451
9013,12584
9014,12096
9015,11753
9016,7775
9017,1177
9018,3349
9019,6442
9020,12794
9021,11470
9022,12288
9023,4823
9024,7185
9025,5621
9026,3423
9027,11056
9028,7134
9029,3454
9030,1035
9031,10575
9032,702
9033,1381
9034,476
9035,6677
9036,5041
9037,802
9038,10629
9039,5939
9040,13102
9041,4120
9042,4103
9043,9063
9044,6733
9045,3283
9046,2187
9047,10731
9048,1672
9049,13026
9050,10388
9051,5800
9052,4220
9053,12913
9054,8962
9055,4210
9056,7368
9057,8385
9058,10962
9059,12542
9060,12111
9061,82
9062,13617
9063,5765
9064,8713
9065,10565
9066,10717
9067,9790
9068,12000
9069,1459
9070,8917
9071,10834
9072,3984
9073,8722
9074,12032
9075,13526
9076,8919
9077,235
9078,4905
9079,9072
9080,8630
9081,1873
9082,7833
9083,4412
9084,3024
9085,7382
9086,11293
9087,595
9088,13471
9089,3950
9090,8670
9091,9401
9092,12397
9093,8432
9094,12614
9095,4672
9096,2440
9097,3721
9098,7356
9099,7234
9100,9022
9101,12273
9102,2805
9103,6480
9104,1075
9105,9438
9106,2494
9107,12189
9108,11946
9109,9341
9110,10266
9111,10706
9112,9399
9113,6722
9114,8223
9115,13435
9116,4586
9117,8155
9118,933
9119,11911
9120,103
9121,5812
9122,7456
9123,10434
9124,11323
9125,7236
9126,7745
9127,10758
9128,5313
9129,4161
9130,5388
9131,3033
9132,2444
9133,6525
9134,2766
9135,3340
9136,5243
9137,5807
9138,12376
9139,2942
9140,11280
9141,9154
9142,1329
9143,6240
9144,8303
9145,10453
9146,8750
9147,1029
9148,5492
9149,4549
9150,10749
9151,12389
9152,7653
9153,2265
9154,3666
9155,13514
9156,166
9157,6433
9158,6405
9159,5614
9160,2469
9161,9910
9162,8166
9163,4726
9164,6380
9165,11525
9166,432
9167,2723
9168,368
9169,12033
9170,9477
9171,3388
9172,8115
9173,10863
9174,9812
9175,8367
9176,4410
9177,1093
9178,8698
9179,11586
9180,1961
9181,2143
9182,6770
9183,7275
9184,3440
9185,7073
9186,5153
9187,1115
9188,2871
9189,13501
9190,3212
9191,5684
9192,5487
9193,6926
9194,3492
9195,653
9196,8349
9197,651
9198,9135
9199,9606
9200,3271
9201,518
9202,5006
9203,757
9204,1334
9205,8545
9206,8533
9207,3463
9208,9055
9209,8264
9210,3710
9211,1205
9212,10052
9213,4763
9214,9544
9215,703
9216,2214
9217,3548
9218,6320
9219,12149
9220,13458
9221,226
9222,9389
9223,4657
9224,4128
9225,5046
9226,2060
9227,7695
9228,4470
9229,4545
9230,1266
9231,9830
9232,254
9233,8290
9234,2927
9235,6279
9236,8957
9237,8615
9238,10378
9239,2791
9240,10173
9241,12292
9242,12476
9243,12548
9244,11484
9245,8485
9246,467
9247,1244
9248,11977
9249,13425
9250,375
9251,5195
9252,2779
9253,1462
9254,7280
9255,8589
9256,7411
9257,11303
9258,2000
9259,8865
9260,2458
9261,1711
9262,2104
9263,10770
9264,9159
9265,10780
9266,2151
9267,1925
9268,3737
9269,74
9270,769
9271,4641
9272,4153
9273,8178
9274,12224
9275,10603
9276,8729
9277,570
9278,8404
9279,11429
9280,5900
9281,5630
9282,3315
9283,3258
9284,7959
9285,9753
9286,10287
9287,8940
9288,7734
9289,8099
9290,9015
9291,1498
9292,12879
9293,12884
9294,2090
9295,12145
9296,2002
9297,4446
9298,7842
9299,7886
9300,11742
9301,5127
9302,10656
9303,4140
9304,6245
9305,9662
9306,219
9307,7723
9308,11420
9309,5493
9310,5478
9311,4765
9312,8926
9313,2677
9314,8054
9315,7992
9316,8081
9317,12466
9318,9106
9319,5574
9320,6139
9321,7905
9322,12063
9323,12950
9324,12671
9325,11261
9326,121
9327,7258
9328,5502
9329,7535
9330,5221
9331,12320
9332,12473
9333,5881
9334,10733
9335,8953
9336,10164
9337,2857
9338,1436
9339,8102
9340,972
9341,7361
9342,5752
9343,6545
9344,7853
9345,6008
9346,1973
9347,8610
9348,10690
9349,3833
9350,11699
9351,10431
9352,3572
9353,12332
9354,11158
9355,2348
9356,8328
9357,4235
9358,11045
9359,5583
9360,11952
9361,12525
9362,3040
9363,8504
9364,11357
9365,862
9366,3889
9367,1366
9368,372
9369,8867
9370,3626
9371,10668
9372,8462
9373,852
9374,7241
9375,7165
9376,5527
9377,5998
9378,4578
9379,6790
9380,934
9381,9880
9382,1163
9383,5977
9384,2272
9385,2398
9386,2555
9387,5419
9388,2335
9389,11290
9390,6381
9391,11271
9392,3822
9393,10401
9394,682
9395,10462
9396,13033
9397,9902
9398,9282
9399,10347
9400,10433
9401,5656
9402,10773
9403,4537
9404,6275
9405,11943
9406,9425
9407,6908
9408,8786
9409,10864
9410,9746
9411,12559
9412,12759
9413,8558
9414,3455
9415,9953
9416,2030
9417,9899
9418,10892
9419,10494
9420,3704
9421,1449
9422,1009
9423,9376
9424,10597
9425,281
9426,7537
9427,5002
9428,3145
9429,10353
9430,1572
9431,10592
9432,11081
9433,4305
9434,2726
9435,4479
9436,2525
9437,6223
9438,8193
9439,6799
9440,12726
9441,1069
9442,705
9443,10291
9444,10510
9445,6886
9446,9960
9447,1420
9448,10791
9449,10187
9450,3217
9451,4950
9452,6935
9453,2827
9454,8882
9455,8171
9456,13560
9457,13532
9458,6669
9459,9473
9460,11574
9461,11550
9462,12501
9463,13609
9464,8720
9465,1404
9466,573
9467,2016
9468,11552
9469,9923
9470,1375
9471,13274
9472,6439
9473,5104
9474,6507
9475,3375
9476,6242
9477,13081
9478,3203
9479,13338
9480,8287
9481,8137
9482,7384
9483,5731
9484,5616
9485,12632
9486,11839
9487,7140
9488,11905
9489,10244
9490,12861
9491,6080
9492,2468
9493,1198
9494,11005
9495,2240
9496,4806
9497,3915
9498,2467
9499,10056
9500,4254
9501,7740
9502,10819
9503,8798
9504,5188
9505,2141
9506,6499
9507,10970
9508,1763
9509,2136
9510,12330
9511,1826
9512,1830
9513,237
9514,1456
9515,1562
9516,1468
9517,6575
9518,11376
9519,4953
9520,4122
9521,8758
9522,3787
9523,7345
9524,11765
9525,8498
9526,5965
9527,10196
9528,11228
9529,8592
9530,11910
9531,335
9532,12083
9533,3236
9534,5712
9535,3673
9536,8228
9537,4057
9538,1060
9539,956
9540,6626
9541,12368
9542,7055
9543,9384
9544,6911
9545,8912
9546,12732
9547,5979
9548,5698
9549,8832
9550,5825
9551,11700
9552,3689
9553,11462
9554,836
9555,3443
9556,4280
9557,5727
9558,13222
9559,2949
9560,7154
9561,4361
9562,8797
9563,11365
9564,4500
9565,10589
9566,11656
9567,6360
9568,5815
9569,4357
9570,8343
9571,7515
9572,7893
9573,6117
9574,9180
9575,12114
9576,4469
9577,5362
9578,7440
9579,10105
9580,1490
9581,8712
9582,6219
9583,11718
9584,13478
9585,3232
9586,10544
9587,3070
9588,1338
9589,8771
9590,298
9591,718
9592,4733
9593,11219
9594,11508
9595,10812
9596,7038
9597,7474
9598,12427
9599,6063
9600,8988
9601,3967
9602,1780
9603,2971
9604,9152
9605,10751
